UNIQUE_BLKGRP_ID,X,Y,DIST_NUM,PSA_NUM,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,2020CenPOP
1320000020,-75.15939,39.966353,6,61,42,101,13200,2,136
1320000030,-75.15688,39.96364,6,61,42,101,13200,3,1044
1320000040,-75.156236,39.965071,6,61,42,101,13200,4,779
1330000010,-75.162786,39.968499,9,93,42,101,13300,1,2041
1330000020,-75.164009,39.964003,9,93,42,101,13300,2,1068
1330000030,-75.163601,39.965703,9,93,42,101,13300,3,948
1340100010,-75.177575,39.9666,9,93,42,101,13401,1,1295
1340100020,-75.173962,39.965348,9,93,42,101,13401,2,1676
1340200010,-75.170571,39.966056,9,93,42,101,13402,1,1127
1340200020,-75.166663,39.966237,9,93,42,101,13402,2,750
1340200030,-75.168956,39.964346,9,93,42,101,13402,3,1758
1350000010,-75.17033,39.969431,9,93,42,101,13500,1,735
1350000020,-75.167503,39.969316,9,93,42,101,13500,2,2205
1350000030,-75.172729,39.970471,9,93,42,101,13500,3,1312
1360100010,-75.176785,39.968674,9,93,42,101,13601,1,1289
1360100020,-75.180426,39.96926,9,93,42,101,13601,2,1622
1360200010,-75.177362,39.971149,9,93,42,101,13602,1,758
1360200020,-75.183113,39.972046,9,93,42,101,13602,2,1290
1360200030,-75.17956,39.971556,9,93,42,101,13602,3,1036
1360200040,-75.175403,39.971019,9,93,42,101,13602,4,692
1370100010,-75.185577,39.97918,22,224,42,101,13701,1,729
1370100020,-75.186125,39.976242,22,224,42,101,13701,2,1393
1370200010,-75.18326,39.976448,22,224,42,101,13702,1,730
1370200020,-75.180943,39.976343,22,224,42,101,13702,2,1332
1370200030,-75.182741,39.979053,22,224,42,101,13702,3,967
1370200040,-75.183621,39.974255,22,224,42,101,13702,4,884
1380000010,-75.176228,39.977991,22,224,42,101,13800,1,601
1380000020,-75.177608,39.97518,22,224,42,101,13800,2,1525
1390000010,-75.17301,39.977812,22,224,42,101,13900,1,467
1390000020,-75.169671,39.976489,22,223,42,101,13900,2,1203
1390000030,-75.170172,39.9722,22,223,42,101,13900,3,850
1400000010,-75.16407,39.972377,22,223,42,101,14000,1,2253
1400000020,-75.163585,39.975118,22,223,42,101,14000,2,887
1400000030,-75.160227,39.97422,22,223,42,101,14000,3,2316
1410000010,-75.149243,39.970794,26,262,42,101,14100,1,2160
1410000020,-75.155592,39.971015,22,223,42,101,14100,2,928
1420100010,-75.145216,39.968155,26,262,42,101,14201,1,1534
1420100020,-75.141951,39.967315,26,262,42,101,14201,2,1963
1420200010,-75.138347,39.966512,26,262,42,101,14202,1,1490
1420200020,-75.137214,39.963925,26,263,42,101,14202,2,98
1420200030,-75.132182,39.963996,26,263,42,101,14202,3,721
1430000010,-75.131923,39.966705,26,263,42,101,14300,1,350
1430000020,-75.129437,39.969636,26,263,42,101,14300,2,1587
1440000010,-75.142847,39.971093,26,262,42,101,14400,1,865
1440000020,-75.144139,39.972851,26,262,42,101,14400,2,1281
1440000030,-75.136742,39.971713,26,262,42,101,14400,3,1978
1440000040,-75.140471,39.972997,26,262,42,101,14400,4,987
1450000010,-75.148689,39.977552,26,262,42,101,14500,1,1718
1450000020,-75.147658,39.974516,26,262,42,101,14500,2,1000
1460000010,-75.153156,39.976867,22,223,42,101,14600,1,2705
1460000020,-75.156325,39.977402,22,223,42,101,14600,2,4772
1470000010,-75.164024,39.978019,22,223,42,101,14700,1,1504
1470000020,-75.160824,39.978469,22,223,42,101,14700,2,3277
1480000010,-75.16879,39.980285,22,223,42,101,14800,1,1099
1490000010,-75.174186,39.980607,22,224,42,101,14900,1,750
1490000020,-75.176419,39.981274,22,224,42,101,14900,2,493
1490000030,-75.178576,39.981755,22,224,42,101,14900,3,590
1490000040,-75.18104,39.981751,22,224,42,101,14900,4,629
1490000050,-75.183079,39.981467,22,224,42,101,14900,5,623
1490000060,-75.18668,39.982603,22,224,42,101,14900,6,680
1510100010,-75.186124,39.985486,22,222,42,101,15101,1,1057
1510100020,-75.185389,39.988346,22,222,42,101,15101,2,1160
1510200010,-75.182527,39.987134,22,222,42,101,15102,1,1488
1510200020,-75.178934,39.988024,22,222,42,101,15102,2,731
1510200030,-75.177378,39.984603,22,222,42,101,15102,3,1935
1520000010,-75.166986,39.984539,22,221,42,101,15200,1,2310
1520000020,-75.17257,39.983665,22,222,42,101,15200,2,1315
1520000030,-75.171727,39.987166,22,222,42,101,15200,3,1884
1530000010,-75.157748,39.983231,22,221,42,101,15300,1,2681
1530000020,-75.160766,39.984491,22,221,42,101,15300,2,1114
1530000030,-75.16177,39.986156,22,221,42,101,15300,3,1088
1530000040,-75.163064,39.982648,22,221,42,101,15300,4,3060
1560000010,-75.142076,39.977535,26,262,42,101,15600,1,1015
1560000020,-75.141942,39.980727,26,262,42,101,15600,2,887
1570000010,-75.135678,39.980868,26,261,42,101,15700,1,682
1570000020,-75.135291,39.978948,26,262,42,101,15700,2,937
1570000030,-75.135048,39.976875,26,262,42,101,15700,3,1305
1580000010,-75.130428,39.975783,26,263,42,101,15800,1,1348
1580000020,-75.127926,39.975785,26,263,42,101,15800,2,956
1580000030,-75.127208,39.972236,26,263,42,101,15800,3,1185
1580000040,-75.132828,39.97042,26,263,42,101,15800,4,720
1580000050,-75.132096,39.973038,26,263,42,101,15800,5,1390
1580000060,-75.125922,39.974315,26,263,42,101,15800,6,976
1600100010,-75.121296,39.979773,26,263,42,101,16001,1,1759
1600100020,-75.12331,39.975864,26,263,42,101,16001,2,936
1600200010,-75.120357,39.982847,26,263,42,101,16002,1,623
1600200020,-75.125955,39.977594,26,263,42,101,16002,2,967
1600200030,-75.123059,39.981907,26,263,42,101,16002,3,725
1600200040,-75.127823,39.97931,26,263,42,101,16002,4,954
1600200050,-75.124625,39.980307,26,263,42,101,16002,5,967
1610000010,-75.130167,39.982251,26,263,42,101,16100,1,2806
1610000020,-75.123345,39.984312,26,263,42,101,16100,2,791
1610000030,-75.124803,39.98771,26,263,42,101,16100,3,999
1610000040,-75.127293,39.985744,26,263,42,101,16100,4,1987
1620000010,-75.141547,39.984502,26,261,42,101,16200,1,885
1620000020,-75.134756,39.983666,26,261,42,101,16200,2,1193
1630000010,-75.135897,39.989891,26,261,42,101,16300,1,828
1630000020,-75.134893,39.986583,26,261,42,101,16300,2,990
1630000030,-75.130621,39.98912,26,263,42,101,16300,3,1425
1640000010,-75.140929,39.990484,26,261,42,101,16400,1,1198
1640000020,-75.140114,39.987611,26,261,42,101,16400,2,585
1640000030,-75.145263,39.991213,26,261,42,101,16400,3,1435
1640000040,-75.143089,39.98785,26,261,42,101,16400,4,963
1650000010,-75.148862,39.98844,22,221,42,101,16500,1,1365
1650000020,-75.151223,39.991814,22,221,42,101,16500,2,1112
1660000010,-75.153077,39.98823,22,221,42,101,16600,1,1187
1660000020,-75.154573,39.987721,22,221,42,101,16600,2,651
1670100010,-75.160639,39.99232,22,221,42,101,16701,1,902
1670100020,-75.162317,39.992092,22,221,42,101,16701,2,649
1670100030,-75.162203,39.988588,22,221,42,101,16701,3,1282
1670200010,-75.159351,39.990037,22,221,42,101,16702,1,600
1670200020,-75.158763,39.992698,22,221,42,101,16702,2,715
1670200030,-75.156856,39.990614,22,221,42,101,16702,3,862
1670200040,-75.158625,39.98741,22,221,42,101,16702,4,731
1680000010,-75.169977,39.993462,22,222,42,101,16800,1,1522
1680000020,-75.166548,39.989047,22,221,42,101,16800,2,1332
1680000030,-75.164817,39.991616,22,221,42,101,16800,3,711
1690100010,-75.172829,39.994797,22,222,42,101,16901,1,1051
1690100020,-75.174503,39.991741,22,222,42,101,16901,2,819
1690100030,-75.177732,39.994269,22,222,42,101,16901,3,1255
1690200010,-75.180777,39.995785,22,222,42,101,16902,1,1269
1690200020,-75.18348,39.99104,22,222,42,101,16902,2,814
1690200030,-75.182891,39.993349,22,222,42,101,16902,3,1617
1690200040,-75.185337,39.996041,22,222,42,101,16902,4,1330
1700000010,-75.186599,40.00655,39,391,42,101,17000,1,1384
1700000020,-75.179345,40.011781,39,391,42,101,17000,2,491
1700000030,-75.182499,40.007087,39,391,42,101,17000,3,1251
1710000010,-75.174421,40.00348,39,393,42,101,17100,1,686
1710000020,-75.170574,40.002215,39,393,42,101,17100,2,821
1710000030,-75.173123,40.005304,39,393,42,101,17100,3,1469
1710000040,-75.174693,40.002579,39,393,42,101,17100,4,746
1720100010,-75.168845,39.998962,39,393,42,101,17201,1,902
1720100020,-75.169795,39.996724,39,393,42,101,17201,2,989
1720100030,-75.168,40.001725,39,393,42,101,17201,3,1012
1720200010,-75.172674,40.000194,39,393,42,101,17202,1,1070
1720200020,-75.175067,39.998598,39,393,42,101,17202,2,961
1720200030,-75.177269,39.997701,39,393,42,101,17202,3,725
1720200040,-75.172171,39.99818,39,393,42,101,17202,4,973
1730000010,-75.164975,39.998511,39,393,42,101,17300,1,1086
