complaint_id,date_received,district_column,general_cap_classification,summary,incident_date_extract,incident_time_extract,objectid,my_column,complaint_id_1,complainant_sex,complainant_race,complainant_age,objectid_1
23-0005,1/6/2023 5:00:00,3,LACK OF SERVICE,"According to the complainant, on 11-22-22 at 11:00 AM, while in the confines of the 3rd District, they did not receive proper service from a 3rd District officer. They were a victim of a hit and run of their parked vehicle. The complainant chased the operator down and an altercation ensued. The complainant states that the officer arrived and failed to prepare a proper report.",2022-11-22,11:00:00,1294,0300,23-0005,Male,White,41,1351
23-0006,1/6/2023 5:00:00,19,VERBAL ABUSE,"According to the complainant, on 1-3-23 at 9:00 PM, while in the confines of the 19th District, they did not receive proper service from a 19th District police officer and supervisor. They were a victim of an illegal eviction. The complainant called the police. Upon their arrival, an officer and supervisor were aggressive, and failed to handle the incident.",2023-01-03,21:00:00,1295,1900,23-0006,Male,Black,53,1352
23-0007,1/10/2023 5:00:00,14,DEPARTMENTAL VIOLATIONS,"According to the complainants, on 11-12-22 at 6:15 AM, while in the confines of the 14th District, an unknown officer violated departmental policies. Their vehicle was recovered by police. The complainants state they were never notified of the recovery and now their vehicle has been destroyed.",2022-11-12,06:15:00,1296,1400,23-0007,Female,Latino,,1353
23-0008,1/9/2023 5:00:00,24,DEPARTMENTAL VIOLATIONS,"According to the complainant, while in the confines of the 24th District, money was taken by unknown officers. On 11-18-20 at 10:00 PM and 3-18-22 at 9:00 PM, they were arrested and their money was taken and not returned.",2020-11-18,22:00:00,1297,2400,23-0008,Male,Latino,32,1355
23-0009,1/9/2023 5:00:00,22,DEPARTMENTAL VIOLATIONS,"According to the complainant, while in the confines of the 22nd District, an officer violated police policy while driving a marked police vehicle in a reckless manner. On 12-24-22 at 10:42 AM an officer was driving reckless and did not yield to a stop sign, and also did not stop for a red light.",2022-12-24,10:42:00,1298,2200,23-0009,,,,1356
23-0010,1/10/2023 5:00:00,6,PHYSICAL ABUSE,"According to the complainant, on 1-8-23 at 11:18 AM, while in the confines of the 6th District, they were physically abused by a 6th District officer, who threatened them with a Conducted Energy Weapon (CEW). Officers responded after they knocked on a window and an air conditioner fell into the home. The officer spoke to them and then to the other party involved. The officer pulled out their Conducted Energy Weapon (CEW) and told them to put their hands behind their back.",2023-01-08,11:18:00,1299,0600,23-0010,Male,Black,33,1357
23-0011,1/10/2023 5:00:00,22,LACK OF SERVICE,"According to the complainant, on 1-7-22 at 4:39 PM, while in the confines of the 22nd District, they did not receive proper service from a 22nd District sergeant and departmental policies were violated by unknown 22nd District officers. They were arrested by a sergeant. The complainant states that the sergeant failed to handle the situation correctly. The complainant also states that officers on location tampered with their body cameras.",2022-01-07,16:39:00,1300,2200,23-0011,Male,Black,40,1358
23-0012,1/10/2023 5:00:00,35,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-22-22 at 5:15 AM, while in the confines of the 35th District, unknown officers violated departmental policies. A tow truck arrived to repossess their vehicle. Officers arrived and helped to assist the repossession. The complainant states that one officer jumped into the driver seat of their vehicle and told them to take it away.",2022-12-22,05:15:00,1301,3500,23-0012,Male,Black,37,1359
23-0013,1/11/2023 5:00:00,NA,HARASSMENT,"According to the complainant, on 12-15-22 at 10:19 PM, while in the confines of the 12th District, they were intimidated by an officer in the 12th District.",2022-12-15,22:19:00,1302,NA,23-0013,Male,Black,37,1360
23-0014,1/11/2023 5:00:00,15,LACK OF SERVICE,"According to the complainant, on 6-4-22 at 8:55 AM, they did not receive proper service from a detective assigned to Northeast Detective Division and unknown officers. The complainant made a report at the 2nd District. The detective was assigned but failed to conduct an investigation. The detective was transferred and their case was reassigned. The complainant states they have not heard anything about their case or who is assigned.",2022-06-04,08:55:00,1303,1500,23-0014,Male,Black,59,1361
23-0015,1/12/2023 5:00:00,35,LACK OF SERVICE,"According to the complainant, on 5-19-22, they did not receive proper service from a detective assigned to Northwest Detective Division. The complainant made a report at the 35th District. The detective was assigned but failed to conduct an investigation.",2022-05-19,NA,1304,3500,23-0015,Female,Black,61,1362
23-0016,1/11/2023 5:00:00,22,LACK OF SERVICE,"According to the complainant, on 12-25-22 at 11:30 AM, while in the confines of the 22nd District, they did not receive proper service from a 22nd District officer. They were involved in an auto accident. The officer responded and failed to file an accurate police report.",2022-12-25,11:30:00,1305,2200,23-0016,,,,1363
23-0017,1/11/2023 5:00:00,8,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-3-23 at 7:00 AM, while in the confines of the 8th District, departmental polices were violated by an officer assigned to the Traffic District and they did not receive proper service from a sergeant assigned to the Traffic District. The officer was operating a police vehicle in an unsafe manner. The complainant began to record the officer and told them that they would talk to their supervisor. The officer then pulled the complainant over. The complainant called 911 to request a supervisor. The sergeant responded, refused to view the video and told the complainant to sit there for a few minutes because they will be receiving tickets.",2023-01-03,07:00:00,1306,0800,23-0017,Male,,33,1364
23-0018,1/17/2023 5:00:00,24,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-18-22 at 3:30 PM, while in the confines of the 24th District, they were falsely arrested and are missing United States Currency. They called 911 to respond to their home to remove their partner after a domestic incident. The complainant states they were arrested. The complainant states that officers took United States Currency from them and it was not returned.",2022-11-18,15:30:00,1307,2400,23-0018,Male,Black,43,1365
23-0019,1/13/2023 5:00:00,19,PHYSICAL ABUSE,"According to the complainant, on 1-5-23 at 7:00 PM, while in the confines of the 19th District, they were physically abused by a 19th District officer. They were pushed by an officer, which caused them to hit their back onto something. The complainant attempted to speak to a supervisor. The complainant states they asked the officers for help, but no one helped them.",2023-01-05,19:00:00,1308,1900,23-0019,Female,Black,,1366
23-0020,1/17/2023 5:00:00,8,UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-29-22 at 3:00 PM, while in the confines of the 8th District, they were verbally abused by an 8th District officer and did not receive proper service from an 8th District officer. They were pulled over by police. The officer approached and used profanities towards them. Another officer wrote the complainant tickets and proceeded to throw it at them. The officer never asked the complainant to sign the tickets.",2022-09-29,15:00:00,1309,0800,23-0020,Male,White,30,1367
